CNES - Estabelecimentos por Tipo - Brasil
Quantidade por Município e Tipo de Estabelecimento
Período:Dez/2016
"Município";"ACADEMIA DA SAÚDE";"CENTRAL DE REGUALAÇÃO";"CENTRAL DE REGULAÇÃO MÉDICA DAS URGÊNCIAS";"CENTRO DE APOIO A SAÚDE DA FAMÍLIA-CASF";"CENTRO DE ATENÇÃO HEMOTERÁPICA E/OU HEMATOLÓGICA";"CENTRO DE ATENÇÃO PSICOSSOCIAL-CAPS";"CENTRO DE PARTO NORMAL";"CENTRO DE SAUDE/UNIDADE BASICA DE SAUDE";"CENTRAL DE REGULACAO DE SERVICOS DE SAUDE";"CENTRAL DE NOTIF. CAPTAÇÃO E DISTR. ÓRGÃOS ESTADUA";"CLINICA ESPECIALIZADA/AMBULATORIO ESPECIALIZADO";"CONSULTORIO";"COOPERATIVA";"FARMACIA";"HOSPITAL ESPECIALIZADO";"HOSPITAL GERAL";"HOSPITAL DIA";"LABORATORIO CENTRAL DE SAUDE PUBLICA - LACEN";"LABORATORIO DE SAUDE PUBLICA";"POLICLINICA";"OFICINA ORTOPEDICA";"POSTO DE SAUDE";"PRONTO ANTEDIMENTO";"PRONTO SOCORRO ESPECIALIZADO";"PRONTO SOCORRO GERAL";"SECRETARIA DE SAUDE";"SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE)";"UNIDADE DE ATENÇÃO À SAÚDE INDÍGENA";"UNIDADE DE ATENCAO EM REGIME RESIDENCIAL";"UNIDADE DE SERVICO DE APOIO DE DIAGNOSE E TERAPIA";"UNIDADE DE VIGILANCIA EM SAUDE";"UNIDADE MISTA";"UNIDADE MOVEL DE NIVEL PRE-HOSP-URGENCIA/EMERGENCI";"UNIDADE MOVEL FLUVIAL";"UNIDADE MOVEL TERRESTRE";"TELESAÚDE";"POLO PREV.DE DOENCAS E AGRAVOS E PROMOCAO DA SAUDE";"Total"
"315765 Santa Helena de Minas";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"315770 Santa Juliana";-;-;-;-;-;-;-;2;-;-;4;5;-;1;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;18
"315780 Santa Luzia";-;-;-;-;-;4;-;28;1;-;24;45;1;2;-;2;1;-;2;7;-;-;1;-;-;1;-;-;-;14;-;-;2;-;1;-;-;136
"315790 Santa Margarida";1;-;-;-;-;1;-;1;-;-;-;3;-;-;-;1;-;-;-;-;-;6;-;-;-;1;-;-;-;5;-;-;-;-;-;-;-;19
"315800 Santa Maria de Itabira";-;-;-;-;-;-;-;3;-;-;1;4;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;12
"315810 Santa Maria do Salto";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;3
"315820 Santa Maria do Suaçuí";-;-;-;-;-;1;-;4;-;-;2;2;-;1;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;16
"315920 Santa Rita de Caldas";-;-;-;-;-;-;-;3;-;-;-;6;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;6;1;1;1;-;-;-;-;21
"315940 Santa Rita de Ibitipoca";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"315930 Santa Rita de Jacutinga";-;-;-;-;-;-;-;2;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"315935 Santa Rita de Minas";-;-;-;-;-;-;-;3;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;8
"315950 Santa Rita do Itueto";1;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;4;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;9
"315960 Santa Rita do Sapucaí";-;-;-;-;-;1;-;10;-;-;2;66;-;2;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;30;-;-;1;-;-;-;-;114
"315970 Santa Rosa da Serra";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"315980 Santa Vitória";1;-;-;-;-;1;-;6;-;-;3;3;-;1;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;5;-;-;-;-;-;-;-;23
"315830 Santana da Vargem";-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;7
"315840 Santana de Cataguases";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"315850 Santana de Pirapama";-;-;-;-;-;-;-;5;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;9
"315860 Santana do Deserto";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"315870 Santana do Garambéu";-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"315880 Santana do Jacaré";-;-;-;-;-;-;-;3;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;8
"315890 Santana do Manhuaçu";1;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;9
"315895 Santana do Paraíso";-;-;-;-;-;1;-;12;-;-;4;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;22
"315900 Santana do Riacho";-;-;-;-;-;-;-;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"315910 Santana dos Montes";-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"315990 Santo Antônio do Amparo";-;1;-;-;-;1;-;6;-;-;1;10;-;2;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;4;-;-;-;-;-;-;-;27
"316000 Santo Antônio do Aventureiro";-;-;-;-;-;-;-;2;-;-;1;-;-;1;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"316010 Santo Antônio do Grama";-;-;-;-;-;-;-;3;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"316020 Santo Antônio do Itambé";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"316030 Santo Antônio do Jacinto";-;-;-;-;-;-;-;5;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;9
"316040 Santo Antônio do Monte";-;-;-;-;-;1;-;8;-;-;1;12;-;1;-;1;-;-;-;3;-;-;1;-;-;1;-;-;-;7;1;-;-;-;-;-;-;37
"316045 Santo Antônio do Retiro";-;-;-;-;-;-;-;4;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;10
"316050 Santo Antônio do Rio Abaixo";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"316060 Santo Hipólito";-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;5
"316070 Santos Dumont";-;-;-;-;-;1;-;10;-;-;5;24;-;2;-;1;-;-;-;1;-;7;-;-;-;1;-;-;-;12;-;-;2;-;-;-;-;66
"316080 São Bento Abade";-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"316090 São Brás do Suaçuí";-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;6
"316095 São Domingos das Dores";-;-;-;-;-;-;-;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;6
"316100 São Domingos do Prata";-;-;-;-;-;1;-;2;-;-;-;4;-;-;-;1;-;-;-;1;-;4;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;16
"316105 São Félix de Minas";1;-;-;-;-;1;-;2;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;8
"316110 São Francisco";-;-;-;-;-;2;-;14;-;-;1;4;-;-;-;1;-;-;-;-;-;6;-;-;-;1;-;-;-;4;2;-;1;-;-;-;-;36
"316120 São Francisco de Paula";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"316130 São Francisco de Sales";-;-;-;-;-;-;-;2;-;-;-;4;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;9
"316140 São Francisco do Glória";1;-;-;-;-;1;-;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;8
"316150 São Geraldo";-;-;-;-;-;-;-;4;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"316160 São Geraldo da Piedade";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"316165 São Geraldo do Baixio";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"316170 São Gonçalo do Abaeté";-;-;-;-;-;-;-;2;-;-;1;6;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"316180 São Gonçalo do Pará";-;-;-;-;-;-;-;5;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;8
"316190 São Gonçalo do Rio Abaixo";-;-;-;-;-;1;-;6;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;11
"312550 São Gonçalo do Rio Preto";-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;5
"316200 São Gonçalo do Sapucaí";-;-;-;-;-;1;-;6;-;-;5;31;-;1;-;1;-;-;-;1;-;3;-;-;-;1;-;-;-;5;-;-;1;-;-;-;-;56
"316210 São Gotardo";-;-;-;-;-;-;-;9;-;-;4;8;-;1;-;2;-;-;-;3;-;1;-;-;-;1;-;-;-;6;1;-;-;-;-;-;-;36
"316220 São João Batista do Glória";1;-;-;-;-;-;-;2;-;-;1;3;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;11
"316225 São João da Lagoa";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"316230 São João da Mata";-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;4
"316240 São João da Ponte";1;-;-;-;-;1;-;12;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;19
"316245 São João das Missões";-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;5;-;-;-;-;-;-;-;-;-;12
"316250 São João del Rei";-;1;-;-;1;2;-;19;-;-;40;191;-;2;-;2;-;-;1;1;-;2;1;-;-;2;-;-;-;15;1;-;2;-;-;-;-;283
"316255 São João do Manhuaçu";1;-;-;-;-;-;-;3;-;-;-;-;-;1;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;4;-;-;-;-;-;-;-;13
"316257 São João do Manteninha";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;5
"316260 São João do Oriente";-;-;-;-;-;-;-;4;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;8
"316265 São João do Pacuí";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"316270 São João do Paraíso";1;-;-;-;-;1;-;9;-;-;1;-;-;1;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;2;1;-;1;-;-;-;-;20
"316280 São João Evangelista";-;-;-;-;-;1;-;6;-;-;-;1;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;14
"316290 São João Nepomuceno";-;-;-;-;-;1;-;3;-;-;4;9;-;-;-;1;-;-;-;1;-;3;-;-;-;1;-;-;-;3;-;-;1;-;-;-;-;27
"316292 São Joaquim de Bicas";-;-;-;-;-;1;-;8;-;-;1;12;-;1;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;27
"316294 São José da Barra";-;-;-;-;-;-;-;2;-;-;-;10;-;1;-;-;-;-;-;1;-;3;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;20
"316295 São José da Lapa";-;-;-;-;-;-;-;2;-;-;1;11;-;1;-;-;-;-;-;2;-;5;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;24
"316300 São José da Safira";1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"316310 São José da Varginha";-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"316320 São José do Alegre";-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;5
"316330 São José do Divino";1;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"316340 São José do Goiabal";-;-;-;-;-;-;-;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"316350 São José do Jacuri";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;4
"316360 São José do Mantimento";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"316370 São Lourenço";-;1;-;-;-;2;-;11;1;-;12;141;1;1;-;1;-;-;-;1;-;-;1;-;1;1;1;-;-;10;-;-;2;-;-;-;-;188
"316380 São Miguel do Anta";-;-;-;-;-;1;-;3;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;8
"316390 São Pedro da União";-;-;-;-;-;-;-;2;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;7
"316410 São Pedro do Suaçuí";1;-;-;-;-;-;-;4;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"316400 São Pedro dos Ferros";-;-;-;-;-;-;-;4;-;-;-;5;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;15
"316420 São Romão";-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;8
"316430 São Roque de Minas";-;-;-;-;-;-;-;3;-;-;-;1;-;1;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;2;1;-;1;-;-;-;-;13
"316440 São Sebastião da Bela Vista";1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;5
"316443 São Sebastião da Vargem Alegre";-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"316447 São Sebastião do Anta";-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"316450 São Sebastião do Maranhão";1;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;7
"316460 São Sebastião do Oeste";-;-;-;-;-;-;-;8;-;-;2;1;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;15
"316470 São Sebastião do Paraíso";-;-;-;-;-;3;-;22;-;-;11;97;-;-;1;1;-;-;-;-;-;1;1;-;2;1;-;-;-;12;1;-;1;-;1;-;-;155
"316480 São Sebastião do Rio Preto";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"316490 São Sebastião do Rio Verde";-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"316520 São Thomé das Letras";-;-;-;1;-;-;-;4;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;9
"316500 São Tiago";-;-;-;-;-;-;-;3;-;-;3;1;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;11
"316510 São Tomás de Aquino";-;-;-;-;-;-;-;3;-;-;1;2;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;10
"316530 São Vicente de Minas";-;-;-;-;-;1;-;2;-;-;1;5;-;1;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;15
"316540 Sapucaí-Mirim";-;-;-;-;-;-;-;2;-;-;1;4;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8
"316550 Sardoá";-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;5
"316553 Sarzedo";1;1;-;-;-;1;-;7;-;-;5;2;-;4;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;2;2;-;1;-;-;-;-;28
"316556 Sem-Peixe";-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;6
"316557 Senador Amaral";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"316560 Senador Cortes";-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"316570 Senador Firmino";-;-;-;1;-;1;-;3;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;10
"316580 Senador José Bento";-;-;-;1;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"316590 Senador Modestino Gonçalves";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"316600 Senhora de Oliveira";1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"316610 Senhora do Porto";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"316620 Senhora dos Remédios";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"316630 Sericita";1;-;-;-;-;-;-;2;-;-;-;2;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;10
"316640 Seritinga";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"316650 Serra Azul de Minas";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"316660 Serra da Saudade";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"316680 Serra do Salitre";-;-;-;-;-;-;-;4;-;-;3;8;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;20
"316670 Serra dos Aimorés";-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;6
"316690 Serrania";-;-;-;-;-;-;-;3;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;9
"316695 Serranópolis de Minas";1;-;-;-;-;-;-;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;7
"316700 Serranos";-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;5
"316710 Serro";1;-;-;-;-;-;-;8;-;-;5;3;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;1;1;-;1;-;-;-;-;23
"316720 Sete Lagoas";-;-;1;-;1;3;-;52;1;-;44;327;-;2;-;4;-;-;1;1;-;-;2;1;-;2;-;-;-;39;3;-;3;-;-;-;-;487
"316555 Setubinha";1;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;8
"316730 Silveirânia";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"316740 Silvianópolis";-;-;-;-;-;-;-;2;-;-;2;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;9
"316750 Simão Pereira";-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"316760 Simonésia";1;-;-;-;-;1;-;3;-;-;1;1;-;-;-;-;-;-;-;-;-;5;-;-;-;1;-;-;-;4;-;-;-;-;-;-;-;17
"316770 Sobrália";1;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;10
"316780 Soledade de Minas";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"316790 Tabuleiro";-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;5
"316800 Taiobeiras";1;-;-;-;-;1;-;10;-;-;9;13;-;2;-;1;-;-;-;1;-;2;-;-;1;1;-;-;-;6;1;-;2;-;-;-;1;52
"316805 Taparuba";1;-;-;-;-;-;-;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"316810 Tapira";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"316820 Tapiraí";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"316830 Taquaraçu de Minas";-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"316840 Tarumirim";-;-;-;-;-;-;-;7;-;-;-;1;-;1;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;16
"316850 Teixeiras";-;-;-;-;-;-;-;2;-;-;1;4;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;13
"316860 Teófilo Otoni";-;1;1;-;-;3;-;44;-;1;76;272;-;1;-;4;-;-;1;2;-;-;2;-;-;2;-;-;-;21;-;-;3;-;-;-;-;434
"316870 Timóteo";-;-;-;-;-;1;-;16;-;1;6;53;-;-;-;1;-;-;-;14;-;1;-;-;-;1;1;-;-;19;1;-;-;-;-;-;-;115
"316880 Tiradentes";-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;6
"316890 Tiros";-;-;-;-;-;-;-;1;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;1;-;-;-;-;-;10
"316900 Tocantins";-;-;-;-;-;-;-;1;-;-;4;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;12
"316905 Tocos do Moji";-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"316910 Toledo";-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;4
"316920 Tombos";-;-;-;1;-;1;-;7;-;-;-;13;-;1;-;1;-;-;-;1;-;-;-;-;1;1;-;-;-;7;1;-;-;-;-;-;-;35
"316930 Três Corações";1;-;-;-;-;2;-;17;-;-;24;157;-;1;-;3;-;-;-;2;-;1;-;-;-;1;-;-;-;17;1;-;1;-;-;-;-;228
"316935 Três Marias";-;-;-;-;-;1;-;9;-;-;9;16;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;4;1;-;-;-;-;-;-;42
"316940 Três Pontas";-;1;-;-;-;1;-;9;-;-;24;146;-;1;-;1;-;-;-;1;-;1;1;-;-;1;-;-;-;9;-;-;1;-;1;-;-;198
"316950 Tumiritinga";-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
