CNES - Estabelecimentos por Tipo - Brasil
Quantidade por Município e Tipo de Estabelecimento
Período:Dez/2019
"Município";"ACADEMIA DA SAÚDE";"CENTRAL DE REGUALAÇÃO";"CENTRAL DE REGULAÇÃO MÉDICA DAS URGÊNCIAS";"CENTRO DE APOIO A SAÚDE DA FAMÍLIA-CASF";"CENTRO DE ATENÇÃO HEMOTERÁPICA E/OU HEMATOLÓGICA";"CENTRO DE ATENÇÃO PSICOSSOCIAL-CAPS";"CENTRO DE PARTO NORMAL";"CENTRO DE SAUDE/UNIDADE BASICA DE SAUDE";"CENTRAL DE REGULACAO DE SERVICOS DE SAUDE";"CENTRAL DE NOTIF. CAPTAÇÃO E DISTR. ÓRGÃOS ESTADUA";"CLINICA ESPECIALIZADA/AMBULATORIO ESPECIALIZADO";"CONSULTORIO";"COOPERATIVA";"FARMACIA";"HOSPITAL ESPECIALIZADO";"HOSPITAL GERAL";"HOSPITAL DIA";"LABORATORIO CENTRAL DE SAUDE PUBLICA - LACEN";"LABORATORIO DE SAUDE PUBLICA";"POLICLINICA";"OFICINA ORTOPEDICA";"POSTO DE SAUDE";"PRONTO ANTEDIMENTO";"PRONTO SOCORRO ESPECIALIZADO";"PRONTO SOCORRO GERAL";"SECRETARIA DE SAUDE";"SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE)";"UNIDADE DE ATENÇÃO À SAÚDE INDÍGENA";"UNIDADE DE ATENCAO EM REGIME RESIDENCIAL";"UNIDADE DE SERVICO DE APOIO DE DIAGNOSE E TERAPIA";"UNIDADE DE VIGILANCIA EM SAUDE";"UNIDADE MISTA";"UNIDADE MOVEL DE NIVEL PRE-HOSP-URGENCIA/EMERGENCI";"UNIDADE MOVEL FLUVIAL";"UNIDADE MOVEL TERRESTRE";"TELESAÚDE";"POLO PREV.DE DOENCAS E AGRAVOS E PROMOCAO DA SAUDE";"Total"
"431198 Mariana Pimentel";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;4
"431200 Mariano Moro";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"431205 Marques de Souza";-;-;-;-;-;-;-;1;-;-;3;2;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;11
"431210 Mata";1;-;-;-;-;-;-;1;-;-;1;2;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;9
"431213 Mato Castelhano";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"431215 Mato Leitão";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;4
"431217 Mato Queimado";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;5
"431220 Maximiliano de Almeida";-;-;-;-;-;-;-;1;-;-;-;7;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;11
"431225 Minas do Leão";-;-;-;-;-;-;-;1;-;-;3;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"431230 Miraguaí";-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;5
"431235 Montauri";-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;5
"431237 Monte Alegre dos Campos";1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"431238 Monte Belo do Sul";1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;6
"431240 Montenegro";-;-;-;-;-;1;-;11;-;-;29;155;-;1;-;2;-;-;-;3;-;-;-;-;-;1;-;-;-;19;-;-;2;-;-;-;-;224
"431242 Mormaço";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;8
"431244 Morrinhos do Sul";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"431245 Morro Redondo";-;-;-;-;-;-;-;2;-;-;1;1;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;8
"431247 Morro Reuter";1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;5
"431250 Mostardas";-;-;-;-;-;-;-;3;-;-;2;4;-;1;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;3;-;-;-;-;-;-;1;18
"431260 Muçum";-;-;-;-;-;-;-;2;-;-;3;6;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;16
"431261 Muitos Capões";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"431262 Muliterno";1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;6
"431265 Não-Me-Toque";1;-;-;-;-;-;-;3;-;-;6;31;-;-;-;2;-;-;-;1;-;5;-;-;-;1;-;-;-;4;-;-;-;-;-;-;-;54
"431267 Nicolau Vergueiro";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;4
"431270 Nonoai";-;-;-;-;-;-;-;2;-;-;2;6;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;4;-;-;1;-;-;-;-;19
"431275 Nova Alvorada";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;4
"431280 Nova Araçá";-;-;-;-;2;-;-;1;-;-;3;5;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;12
"431290 Nova Bassano";-;-;-;-;-;-;-;4;-;-;-;18;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;6;-;-;-;-;-;-;-;30
"431295 Nova Boa Vista";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;5
"431300 Nova Bréscia";1;-;-;-;-;-;-;-;-;-;3;4;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;12
"431301 Nova Candelária";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;1;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;7
"431303 Nova Esperança do Sul";-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;7
"431306 Nova Hartz";-;-;-;-;-;1;-;-;-;-;1;3;-;-;-;-;-;-;-;5;-;4;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;16
"431308 Nova Pádua";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"431310 Nova Palma";1;-;-;-;-;1;-;4;-;-;2;4;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;16
"431320 Nova Petrópolis";2;-;-;-;-;1;-;7;-;-;5;50;-;1;-;1;-;-;-;-;-;-;-;-;-;1;2;-;-;4;-;-;1;-;1;-;1;77
"431330 Nova Prata";-;-;-;-;-;-;-;1;-;-;18;100;-;-;-;1;-;-;2;-;-;6;-;-;-;1;-;-;-;9;-;-;1;-;-;-;-;139
"431333 Nova Ramada";1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"431335 Nova Roma do Sul";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;4
"431337 Nova Santa Rita";1;-;-;-;-;1;-;5;-;-;-;14;-;2;-;-;-;-;-;2;-;-;1;-;-;1;-;-;-;2;-;-;-;-;-;-;-;29
"431349 Novo Barreiro";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;4
"431339 Novo Cabrais";2;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;8
"431340 Novo Hamburgo";-;1;-;-;1;5;-;7;-;-;59;251;-;4;-;3;3;-;-;20;-;20;2;2;-;1;2;-;-;65;1;-;4;-;-;-;1;452
"431342 Novo Machado";1;-;-;1;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;9
"431344 Novo Tiradentes";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;4
"431346 Novo Xingu";1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"431350 Osório";-;-;-;-;-;2;-;2;-;-;5;78;-;1;-;1;-;-;-;3;-;14;-;-;-;2;-;-;-;13;-;-;2;-;-;-;1;124
"431360 Paim Filho";-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;1;-;-;1;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;8
"431365 Palmares do Sul";-;-;-;-;-;-;-;3;-;-;-;2;-;1;-;-;-;-;-;2;-;1;-;-;-;1;-;-;-;2;-;1;1;-;-;-;-;14
"431370 Palmeira das Missões";1;-;-;-;-;1;-;11;-;-;14;34;-;4;-;1;-;-;-;1;-;3;-;-;-;2;2;-;-;15;-;-;3;-;-;-;-;92
"431380 Palmitinho";1;-;-;-;-;-;-;3;-;-;-;18;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;1;-;-;-;-;27
"431390 Panambi";3;-;-;-;-;1;-;12;-;-;10;47;-;20;-;1;-;-;-;2;-;-;-;-;1;1;-;-;-;10;-;-;1;-;-;-;1;110
"431395 Pantano Grande";-;-;-;-;-;-;-;3;-;-;-;2;-;1;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;13
"431400 Paraí";-;-;-;-;-;-;-;1;-;-;-;21;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;4;-;-;-;-;-;-;-;29
"431402 Paraíso do Sul";-;-;-;-;-;-;-;1;-;-;1;4;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;2;-;1;-;-;-;-;-;11
"431403 Pareci Novo";1;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;8
"431405 Parobé";-;-;-;-;-;1;-;9;-;-;7;9;-;2;-;1;-;-;-;3;-;-;-;-;-;1;-;-;-;4;-;-;-;-;-;-;-;37
"431406 Passa Sete";1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"431407 Passo do Sobrado";1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;5
"431410 Passo Fundo";-;-;-;-;1;3;-;34;-;1;5;655;2;16;2;5;1;-;3;147;-;3;2;-;-;3;6;-;-;38;4;-;2;-;1;-;5;939
"431413 Paulo Bento";1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"431415 Paverama";2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;8
"431417 Pedras Altas";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"431420 Pedro Osório";-;-;-;-;-;-;-;1;-;-;1;2;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;9
"431430 Pejuçara";-;-;-;-;-;-;-;1;-;-;2;-;-;1;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;9
"431440 Pelotas";-;1;1;-;1;8;-;52;-;-;51;663;-;2;1;6;-;-;-;10;-;2;3;-;-;2;3;-;-;55;1;-;6;-;2;-;1;871
"431442 Picada Café";1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;5
"431445 Pinhal";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;3
"431446 Pinhal da Serra";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"431447 Pinhal Grande";-;-;-;-;-;-;-;3;-;-;2;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;9
"431449 Pinheirinho do Vale";1;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;7
"431450 Pinheiro Machado";-;-;-;-;-;1;-;5;-;-;-;5;-;-;-;1;-;-;1;1;-;-;-;-;-;1;-;-;-;1;-;-;1;-;1;-;-;18
"431454 Pinto Bandeira";-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"431455 Pirapó";1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;7
"431460 Piratini";-;-;-;-;-;1;-;4;-;-;1;-;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;3;-;-;1;-;-;-;-;14
"431470 Planalto";1;-;-;-;-;-;-;2;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;4;-;-;1;-;-;-;-;13
"431475 Poço das Antas";-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"431477 Pontão";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"431478 Ponte Preta";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"431480 Portão";-;-;-;-;-;1;-;4;-;-;8;32;1;1;-;1;-;-;-;2;-;2;-;-;-;1;1;-;-;4;-;-;-;-;-;-;-;58
"431490 Porto Alegre";-;5;4;1;-;20;-;151;-;4;972;3141;7;35;10;19;5;-;1;21;-;-;5;3;1;12;20;-;-;226;2;1;17;-;9;3;-;4695
"431500 Porto Lucena";-;-;-;1;-;-;-;3;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;10
"431505 Porto Mauá";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;6
"431507 Porto Vera Cruz";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;3
"431510 Porto Xavier";1;-;-;1;-;1;-;3;-;-;1;8;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;10;-;-;1;-;-;-;-;29
"431513 Pouso Novo";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"431514 Presidente Lucena";1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;5
"431515 Progresso";1;-;-;-;-;-;-;2;-;-;3;4;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;14
"431517 Protásio Alves";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;3
"431520 Putinga";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"431530 Quaraí";-;-;-;1;-;1;-;6;-;-;1;33;-;1;-;1;-;-;-;1;-;1;-;-;-;1;-;-;-;3;-;-;1;-;-;-;-;51
"431531 Quatro Irmãos";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"431532 Quevedos";-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;6
"431535 Quinze de Novembro";-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;5;-;-;-;-;-;-;-;11
"431540 Redentora";1;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;11;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;19
"431545 Relvado";-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;6
"431550 Restinga Seca";-;-;-;-;-;-;-;5;-;-;4;4;-;-;-;1;-;-;-;1;-;2;-;-;-;1;-;-;-;2;-;-;1;-;1;-;-;22
"431555 Rio dos Índios";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"431560 Rio Grande";-;-;-;-;-;2;-;17;-;-;46;321;1;-;2;2;-;-;1;11;-;16;-;-;-;1;-;-;-;14;1;-;4;-;3;-;-;442
"431570 Rio Pardo";1;-;-;1;-;2;-;6;-;-;1;42;-;-;-;1;-;-;-;-;-;5;-;-;-;1;-;-;1;8;-;-;2;-;-;-;-;71
"431575 Riozinho";1;-;-;-;-;-;-;1;-;-;1;4;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;9
"431580 Roca Sales";-;-;-;-;-;-;-;2;-;-;3;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;10
"431590 Rodeio Bonito";1;-;-;-;-;-;-;1;-;-;1;13;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;7;-;-;1;-;-;-;-;28
"431595 Rolador";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"431600 Rolante";-;-;-;-;-;1;-;5;-;-;4;5;-;-;-;1;-;-;-;2;-;3;-;-;-;1;-;-;-;3;-;-;-;-;1;-;-;26
"431610 Ronda Alta";-;-;-;-;-;-;-;5;-;-;-;1;-;4;-;2;-;-;-;5;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;19
"431620 Rondinha";1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;9
"431630 Roque Gonzales";-;-;-;-;-;-;-;2;-;-;-;9;-;-;-;1;-;-;-;-;-;3;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;19
"431640 Rosário do Sul";-;-;-;-;-;1;-;8;-;-;1;46;-;1;-;1;-;-;-;1;-;3;-;-;1;1;-;-;-;17;-;-;1;-;1;-;-;83
"431642 Sagrada Família";1;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"431643 Saldanha Marinho";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"431645 Salto do Jacuí";-;-;-;-;-;-;-;4;-;-;-;10;-;-;-;1;-;-;-;-;-;3;-;-;-;1;-;-;-;7;-;-;-;-;-;-;-;26
"431647 Salvador das Missões";-;-;-;-;-;-;-;1;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;9
"431650 Salvador do Sul";-;-;-;-;-;-;-;2;-;-;-;9;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;16
"431660 Sananduva";2;-;-;-;-;-;-;5;-;-;5;20;-;1;-;1;-;-;-;2;-;-;-;-;-;1;1;-;-;8;-;-;1;-;-;-;-;47
"431710 Sant'Ana do Livramento";-;-;-;-;-;2;-;15;-;-;13;127;-;2;-;3;-;1;-;1;-;-;-;1;-;1;-;-;-;14;-;-;1;-;1;-;-;182
"431670 Santa Bárbara do Sul";-;-;-;-;-;-;-;1;-;-;2;4;-;1;-;1;-;-;-;-;-;4;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;17
"431673 Santa Cecília do Sul";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"431675 Santa Clara do Sul";-;-;-;-;-;-;-;1;-;-;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4;-;-;-;-;1;-;-;11
"431680 Santa Cruz do Sul";2;-;-;-;1;3;-;48;-;-;25;425;-;4;-;3;-;-;-;3;-;2;3;-;-;2;1;-;-;148;2;-;5;-;2;-;-;679
"431697 Santa Margarida do Sul";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;3
"431690 Santa Maria";-;-;-;1;-;4;-;38;-;-;2;619;-;16;-;7;1;-;-;86;-;-;3;-;-;2;4;-;-;79;-;-;4;-;-;-;-;866
"431695 Santa Maria do Herval";-;-;-;-;-;-;-;2;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;2;1;-;-;-;-;-;-;9
"431720 Santa Rosa";2;-;-;2;1;2;-;18;-;-;5;110;-;6;-;2;-;-;1;3;-;3;1;-;-;2;-;-;-;52;-;-;2;-;-;-;-;212
"431725 Santa Tereza";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"431730 Santa Vitória do Palmar";-;-;-;-;-;1;-;9;-;-;1;34;-;-;-;1;-;-;-;2;-;5;-;-;-;1;-;-;-;3;1;-;1;-;-;-;-;59
"431700 Santana da Boa Vista";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;1;1;-;1;-;-;-;-;8
"431740 Santiago";-;-;-;-;-;2;-;11;-;-;13;131;-;-;-;1;-;-;-;2;-;-;-;-;1;1;-;-;-;10;-;-;1;-;-;-;1;174
"431750 Santo Ângelo";-;-;-;-;-;3;-;15;-;-;27;365;1;1;-;2;-;-;-;-;-;19;2;-;1;2;-;-;-;57;-;-;2;-;-;-;3;500
"431760 Santo Antônio da Patrulha";-;-;-;-;-;1;-;7;-;-;-;33;-;-;-;1;-;-;-;6;-;-;-;-;-;1;-;-;-;8;-;-;1;-;-;-;2;60
"431770 Santo Antônio das Missões";-;-;-;-;-;-;-;4;-;-;-;6;-;-;-;-;-;-;-;1;-;5;-;-;-;1;-;-;-;5;-;-;1;-;-;-;-;23
"431755 Santo Antônio do Palma";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"431775 Santo Antônio do Planalto";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;3
"431780 Santo Augusto";1;-;-;-;1;-;-;6;-;-;5;11;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;5;1;-;-;-;-;-;-;32
"431790 Santo Cristo";1;-;-;-;-;-;-;2;-;-;8;10;-;-;-;1;-;-;-;-;-;4;-;-;-;1;-;-;-;3;-;-;1;-;-;-;-;31
"431795 Santo Expedito do Sul";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"431800 São Borja";-;-;-;2;-;2;-;20;-;-;2;99;-;6;-;1;-;1;-;1;-;-;1;-;-;1;-;-;-;15;-;-;2;-;-;-;1;154
"431805 São Domingos do Sul";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"431810 São Francisco de Assis";1;-;-;-;-;1;-;6;-;-;2;11;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;4;-;-;1;-;-;-;-;29
"431820 São Francisco de Paula";1;-;-;-;-;1;-;1;-;-;2;12;-;-;-;1;-;-;-;-;-;8;-;-;-;1;-;-;-;2;-;-;1;-;-;-;-;30
"431830 São Gabriel";1;-;-;-;-;1;-;11;-;-;6;44;-;2;-;1;-;-;-;3;-;-;-;-;-;1;-;-;-;14;-;-;1;-;2;-;-;87
"431840 São Jerônimo";-;-;-;-;-;1;-;4;-;-;7;27;-;1;-;1;-;-;-;1;-;4;-;-;-;1;-;-;-;7;-;-;-;-;-;-;-;54
"431842 São João da Urtiga";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;5
"431843 São João do Polêsine";-;-;-;-;-;-;-;2;-;-;-;2;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"431844 São Jorge";-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;3;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;8
"431845 São José das Missões";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;5
"431846 São José do Herval";1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;2;-;-;-;-;-;-;-;7
