CNES - Estabelecimentos por Tipo - Brasil
Quantidade por Município e Tipo de Estabelecimento
Período:Dez/2018
"Município";"ACADEMIA DA SAÚDE";"CENTRAL DE REGUALAÇÃO";"CENTRAL DE REGULAÇÃO MÉDICA DAS URGÊNCIAS";"CENTRO DE APOIO A SAÚDE DA FAMÍLIA-CASF";"CENTRO DE ATENÇÃO HEMOTERÁPICA E/OU HEMATOLÓGICA";"CENTRO DE ATENÇÃO PSICOSSOCIAL-CAPS";"CENTRO DE PARTO NORMAL";"CENTRO DE SAUDE/UNIDADE BASICA DE SAUDE";"CENTRAL DE NOTIF. CAPTAÇÃO E DISTR. ÓRGÃOS ESTADUA";"CLINICA ESPECIALIZADA/AMBULATORIO ESPECIALIZADO";"CONSULTORIO";"COOPERATIVA";"FARMACIA";"HOSPITAL ESPECIALIZADO";"HOSPITAL GERAL";"HOSPITAL DIA";"LABORATORIO CENTRAL DE SAUDE PUBLICA - LACEN";"LABORATORIO DE SAUDE PUBLICA";"POLICLINICA";"OFICINA ORTOPEDICA";"POSTO DE SAUDE";"PRONTO ANTEDIMENTO";"PRONTO SOCORRO ESPECIALIZADO";"PRONTO SOCORRO GERAL";"SECRETARIA DE SAUDE";"SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE)";"UNIDADE DE ATENÇÃO À SAÚDE INDÍGENA";"UNIDADE DE ATENCAO EM REGIME RESIDENCIAL";"UNIDADE DE SERVICO DE APOIO DE DIAGNOSE E TERAPIA";"UNIDADE DE VIGILANCIA EM SAUDE";"UNIDADE MISTA";"UNIDADE MOVEL DE NIVEL PRE-HOSP-URGENCIA/EMERGENCI";"UNIDADE MOVEL FLUVIAL";"UNIDADE MOVEL TERRESTRE";"TELESAÚDE";"POLO PREV.DE DOENCAS E AGRAVOS E PROMOCAO DA SAUDE";"Total"
"432057 Sete de Setembro";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;4
"432060 Severiano de Almeida";1;-;-;-;-;-;-;2;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;8
"432065 Silveira Martins";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;4
"432067 Sinimbu";-;-;-;-;-;-;-;3;-;3;3;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;2;-;-;1;-;-;-;-;15
"432070 Sobradinho";-;-;-;-;-;-;-;5;-;8;21;-;-;-;3;-;-;-;2;-;2;-;-;-;1;-;-;-;6;-;-;-;-;-;-;-;48
"432080 Soledade";-;-;-;-;-;1;-;8;-;6;75;-;-;-;1;-;-;-;1;-;7;1;-;-;1;-;-;-;10;-;-;1;-;1;-;-;113
"432085 Tabaí";1;-;-;-;-;-;-;1;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;9
"432090 Tapejara";1;-;-;-;-;1;-;1;-;6;55;-;11;-;1;-;-;-;4;-;6;-;-;-;-;1;-;-;8;1;-;1;-;-;-;-;97
"432100 Tapera";3;-;-;-;-;-;-;4;-;11;4;-;-;-;1;-;-;1;1;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;28
"432110 Tapes";-;-;-;-;-;1;-;4;-;-;16;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;5;-;-;1;-;-;-;1;30
"432120 Taquara";-;-;-;-;-;2;-;9;-;18;48;-;-;-;1;-;-;-;2;-;2;-;-;1;1;-;-;1;13;-;-;3;-;1;-;1;103
"432130 Taquari";-;-;-;-;-;1;-;2;-;10;29;-;1;-;2;-;-;-;2;-;8;-;-;-;1;-;-;-;3;-;-;1;-;-;-;-;60
"432132 Taquaruçu do Sul";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"432135 Tavares";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;5
"432140 Tenente Portela";1;-;-;-;-;1;-;7;-;1;21;-;-;-;1;-;-;-;-;-;3;-;-;-;1;-;1;-;5;-;-;1;-;-;-;-;43
"432143 Terra de Areia";-;-;-;-;-;-;-;4;-;1;9;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;3;-;-;1;-;-;-;-;20
"432145 Teutônia";-;-;-;-;-;-;-;7;-;8;62;-;-;-;1;-;-;-;1;-;2;-;-;-;1;-;-;-;4;-;-;1;-;1;-;-;88
"432146 Tio Hugo";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;3
"432147 Tiradentes do Sul";-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;6
"432149 Toropi";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"432150 Torres";-;-;-;-;-;1;-;9;-;17;56;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;7;1;-;4;-;1;-;-;99
"432160 Tramandaí";-;-;-;-;-;1;-;5;-;16;28;-;1;-;1;-;-;-;2;-;3;1;-;-;1;-;-;-;2;-;-;3;-;-;-;-;64
"432162 Travesseiro";-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"432163 Três Arroios";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;5
"432166 Três Cachoeiras";-;-;-;-;-;-;-;4;-;1;3;-;-;-;-;-;-;-;1;-;3;-;-;-;1;-;-;-;4;-;-;1;-;-;-;-;18
"432170 Três Coroas";-;-;-;-;-;1;-;4;-;1;22;-;1;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;5;-;-;1;-;1;-;1;40
"432180 Três de Maio";1;-;-;1;-;1;-;7;-;15;63;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;5;-;-;1;-;-;-;-;97
"432183 Três Forquilhas";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;5
"432185 Três Palmeiras";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;1;-;3;-;-;-;-;-;-;-;8
"432190 Três Passos";1;-;-;1;-;1;-;7;-;4;82;-;1;-;1;-;-;-;-;-;3;-;-;-;1;-;-;-;14;-;-;1;-;-;-;1;118
"432195 Trindade do Sul";1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;2;-;-;-;1;-;-;-;2;-;-;1;-;-;-;-;10
"432200 Triunfo";-;-;-;-;1;1;-;8;-;6;13;-;-;-;1;-;-;-;-;-;1;1;-;-;1;-;-;-;17;-;-;1;-;1;-;-;52
"432210 Tucunduva";-;-;-;-;-;-;-;2;-;2;7;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;6;-;-;-;-;-;-;-;19
"432215 Tunas";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;5
"432218 Tupanci do Sul";1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"432220 Tupanciretã";1;-;-;-;-;1;-;4;-;4;17;-;-;-;1;-;-;-;2;-;-;-;-;-;1;-;-;-;5;-;-;1;-;-;-;-;37
"432225 Tupandi";-;-;-;-;-;-;-;1;-;3;4;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;15
"432230 Tuparendi";1;-;-;-;-;-;-;2;-;6;8;-;-;-;1;-;-;-;2;-;1;-;-;-;1;-;-;-;3;-;-;1;-;-;-;-;26
"432232 Turuçu";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;6
"432234 Ubiretama";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"432235 União da Serra";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;3
"432237 Unistalda";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"432240 Uruguaiana";-;-;-;-;-;2;-;21;-;15;207;-;1;-;1;-;-;3;2;-;4;1;-;-;1;-;-;-;15;2;-;3;-;1;-;-;279
"432250 Vacaria";-;-;-;-;-;1;-;14;-;6;79;-;-;-;1;-;-;-;5;-;-;1;-;-;1;-;-;-;18;-;-;1;-;-;-;1;128
"432253 Vale do Sol";1;-;-;-;-;-;-;3;-;3;4;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;15
"432254 Vale Real";1;-;-;-;-;-;-;2;-;-;5;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;15
"432252 Vale Verde";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"432255 Vanini";-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"432260 Venâncio Aires";3;-;-;-;-;3;-;15;-;20;174;-;2;-;1;-;-;-;3;-;13;1;-;-;1;-;-;-;35;-;-;2;-;1;-;-;274
"432270 Vera Cruz";-;-;-;-;-;3;-;6;-;-;40;-;1;-;1;-;-;-;4;-;2;-;-;-;1;-;-;-;4;-;-;1;-;-;-;1;64
"432280 Veranópolis";2;-;-;-;-;1;-;6;-;6;124;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;13;-;-;-;-;-;-;-;154
"432285 Vespasiano Correa";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;4
"432290 Viadutos";-;-;-;-;-;-;-;1;-;1;9;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;14
"432300 Viamão";-;-;-;-;-;4;-;14;-;21;33;-;-;1;1;-;-;-;3;-;4;1;-;-;2;1;2;-;12;1;-;3;-;3;-;-;106
"432310 Vicente Dutra";1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;6
"432320 Victor Graeff";-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;7
"432330 Vila Flores";1;-;-;-;1;-;-;2;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;8
"432335 Vila Lângaro";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"432340 Vila Maria";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;1;-;-;-;2;-;-;-;-;-;-;-;6
"432345 Vila Nova do Sul";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;6
"432350 Vista Alegre";1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;5
"432360 Vista Alegre do Prata";-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"432370 Vista Gaúcha";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"432375 Vitória das Missões";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;4
"432377 Westfalia";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"432380 Xangri-lá";-;-;-;-;-;-;-;4;-;2;4;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;14
"500020 Água Clara";-;-;-;-;-;-;-;4;-;2;5;-;1;-;1;-;-;-;2;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;19
"500025 Alcinópolis";-;-;-;-;-;-;-;3;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;10
"500060 Amambai";1;1;-;-;-;-;-;10;-;1;21;-;-;-;2;-;-;-;2;-;1;-;-;-;1;-;6;-;10;-;-;-;-;-;-;-;56
"500070 Anastácio";-;-;-;-;-;1;-;8;-;1;5;-;-;-;1;-;-;-;-;-;4;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;23
"500080 Anaurilândia";-;-;-;-;-;-;-;4;-;3;6;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;16
"500085 Angélica";-;-;-;-;-;-;-;5;-;-;9;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;17
"500090 Antônio João";-;-;-;-;-;-;-;4;-;-;5;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;2;-;2;-;-;-;-;-;-;-;16
"500100 Aparecida do Taboado";-;1;-;1;-;1;-;7;-;11;25;-;1;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;4;-;-;-;-;-;-;-;54
"500110 Aquidauana";2;1;-;-;1;1;-;14;-;9;59;-;-;-;3;-;-;1;2;-;-;-;-;-;2;-;10;-;6;1;-;1;-;2;-;-;115
"500124 Aral Moreira";1;-;-;-;-;-;-;3;-;2;-;-;1;-;1;-;-;-;-;-;4;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;14
"500150 Bandeirantes";-;-;-;-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;7
"500190 Bataguassu";1;-;-;-;-;1;-;9;-;7;25;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;7;-;-;-;-;-;-;-;53
"500200 Batayporã";-;-;-;-;-;-;-;6;-;-;3;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;12
"500210 Bela Vista";-;-;-;1;-;1;-;7;-;5;11;-;-;-;1;-;-;-;3;-;-;-;-;-;1;-;-;-;4;-;-;-;-;-;-;-;34
"500215 Bodoquena";1;-;-;-;-;-;-;4;-;2;2;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;1;-;2;-;-;-;-;-;-;-;15
"500220 Bonito";-;-;-;-;-;1;-;7;-;5;9;-;1;-;1;-;-;-;2;-;-;-;-;-;1;-;1;-;1;1;-;-;-;-;-;-;30
"500230 Brasilândia";1;1;-;-;-;-;-;5;-;1;8;-;1;-;1;-;-;-;-;-;1;-;-;-;1;-;1;-;2;2;-;-;-;-;-;2;27
"500240 Caarapó";2;1;-;-;-;1;-;5;-;5;18;-;-;-;1;-;-;-;1;-;2;-;-;-;1;-;3;-;6;-;-;-;-;-;-;-;46
"500260 Camapuã";-;1;-;-;-;1;-;7;-;3;16;-;1;-;1;-;-;1;-;-;1;-;-;-;1;-;-;-;3;1;-;1;-;-;-;-;38
"500270 Campo Grande";-;3;1;-;3;6;-;72;1;163;867;3;4;7;14;1;-;2;79;-;-;10;-;-;9;7;-;-;130;2;-;16;-;14;2;4;1420
"500280 Caracol";1;-;-;-;-;-;-;3;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"500290 Cassilândia";2;1;-;-;-;1;-;11;-;4;36;-;2;-;2;-;-;-;2;-;-;-;-;-;1;-;-;-;4;-;-;-;-;-;-;-;66
"500295 Chapadão do Sul";1;1;-;1;-;1;-;7;-;2;32;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;8;1;-;-;-;-;-;2;59
"500310 Corguinho";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;6
"500315 Coronel Sapucaia";1;-;-;1;-;-;-;3;-;-;4;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;2;-;2;-;-;-;-;-;-;-;16
"500320 Corumbá";2;1;-;1;1;3;-;22;-;35;40;-;2;-;2;-;-;1;15;-;-;2;-;2;1;-;-;-;22;1;-;3;-;-;-;-;156
"500325 Costa Rica";1;1;-;-;-;1;-;6;-;5;23;1;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;4;1;-;-;-;1;-;-;46
"500330 Coxim";2;-;-;1;1;1;-;9;-;9;30;-;-;-;2;-;-;-;-;-;-;-;-;-;2;-;-;-;7;1;-;2;-;-;-;2;69
"500345 Deodápolis";2;1;-;-;-;-;-;4;-;1;21;-;-;-;1;-;-;1;-;-;3;-;-;-;1;-;-;-;3;1;-;-;-;-;-;-;39
"500348 Dois Irmãos do Buriti";-;-;-;-;-;-;-;5;-;-;5;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;2;1;1;-;-;-;-;-;18
"500350 Douradina";-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;1;-;2;-;-;-;-;-;-;-;9
"500370 Dourados";1;1;1;-;1;2;-;33;-;67;418;7;-;2;7;-;-;-;7;-;-;1;-;-;2;1;5;-;31;1;-;5;-;3;-;-;596
"500375 Eldorado";1;-;-;-;-;-;-;3;-;-;1;-;-;-;1;-;-;-;-;-;2;-;-;1;1;-;1;-;2;-;1;1;-;-;-;-;15
"500380 Fátima do Sul";-;-;-;-;-;-;-;7;-;3;16;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;5;-;-;-;-;-;-;-;34
"500390 Figueirão";-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"500400 Glória de Dourados";1;-;-;-;-;-;-;5;-;2;18;-;1;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;33
"500410 Guia Lopes da Laguna";-;-;-;-;-;-;-;4;-;2;6;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;15
"500430 Iguatemi";1;-;-;-;-;-;-;4;-;5;2;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;1;-;-;1;-;-;-;-;-;1;18
"500440 Inocência";1;1;-;-;-;-;-;4;-;-;2;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;3;1;-;-;-;-;-;-;15
"500450 Itaporã";1;1;-;-;-;-;-;8;-;2;8;-;1;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;26
"500460 Itaquiraí";-;1;-;-;-;-;-;6;-;-;5;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;16
"500470 Ivinhema";-;1;-;-;-;-;-;7;-;4;53;-;1;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;5;-;-;-;-;-;-;-;74
"500480 Japorã";1;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;8
"500490 Jaraguari";-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;5
"500500 Jardim";1;-;-;-;-;-;-;11;-;8;19;-;1;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;5;-;-;-;-;1;-;-;49
"500510 Jateí";1;-;-;-;-;-;-;3;-;1;-;-;1;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;11
"500515 Juti";1;-;-;-;-;-;-;2;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;2;-;1;-;-;-;-;1;-;-;12
"500520 Ladário";-;1;-;-;-;1;-;6;-;1;3;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;17
"500525 Laguna Carapã";1;1;-;-;-;-;-;4;-;-;4;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;14
"500540 Maracaju";-;-;-;1;-;-;-;13;1;6;20;-;2;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;5;-;-;1;-;-;-;-;52
"500560 Miranda";1;-;-;1;-;1;-;6;-;1;10;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;11;-;1;-;-;1;-;1;-;-;37
"500568 Mundo Novo";-;1;-;-;-;-;-;5;-;2;7;-;2;-;1;-;-;-;2;-;-;-;-;-;1;-;-;-;3;-;-;-;-;1;-;-;25
"500570 Naviraí";1;1;-;-;1;1;-;12;1;16;35;-;4;-;2;-;-;-;2;-;-;-;-;-;2;-;-;-;6;-;-;1;-;1;-;1;87
"500580 Nioaque";-;-;-;1;-;-;-;5;-;2;4;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;-;1;-;-;1;-;-;18
"500600 Nova Alvorada do Sul";-;-;-;1;-;-;-;7;-;4;8;-;4;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;29
"500620 Nova Andradina";1;1;-;-;1;1;-;11;-;8;106;-;2;-;2;1;-;-;-;-;-;-;-;-;2;-;-;-;8;-;-;1;-;-;-;-;145
"500625 Novo Horizonte do Sul";-;-;-;-;-;-;-;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"500627 Paraíso das Águas";-;-;-;-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;2;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;9
"500630 Paranaíba";-;1;-;-;1;1;-;14;-;6;77;-;1;1;2;-;-;-;9;-;-;-;-;-;2;-;-;-;10;-;-;1;-;-;-;-;126
"500635 Paranhos";1;-;-;-;-;1;-;4;-;1;3;-;1;-;1;-;-;-;-;-;1;-;-;-;1;-;6;-;2;1;-;-;-;-;-;-;23
"500640 Pedro Gomes";-;-;-;-;-;-;-;3;-;1;5;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;12
"500660 Ponta Porã";1;1;-;-;1;2;-;22;-;6;44;-;1;-;2;-;-;-;3;-;-;-;-;-;2;-;1;-;11;2;-;1;-;-;-;-;100
"500690 Porto Murtinho";-;-;-;-;-;-;-;2;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;5;-;1;-;-;-;-;-;-;-;13
"500710 Ribas do Rio Pardo";1;1;-;-;-;-;-;5;-;1;15;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;4;-;-;1;-;-;-;-;30
"500720 Rio Brilhante";1;1;-;1;-;-;-;9;-;2;43;-;1;-;1;-;-;-;-;-;3;-;-;-;1;-;-;-;7;-;1;-;-;-;-;1;72
"500730 Rio Negro";1;-;-;-;-;-;-;3;-;1;2;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;11
"500740 Rio Verde de Mato Grosso";-;1;-;1;-;1;-;10;-;1;8;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;6;-;-;-;-;-;-;-;30
"500750 Rochedo";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;6
"500755 Santa Rita do Pardo";1;-;-;-;-;-;-;3;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;9
"500769 São Gabriel do Oeste";-;-;-;1;-;1;-;12;-;4;25;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;5;-;-;1;-;-;-;2;53
"500780 Selvíria";-;1;-;1;-;-;-;3;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;11
"500770 Sete Quedas";1;-;-;-;-;-;-;4;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;9
"500790 Sidrolândia";1;1;-;-;-;1;-;13;-;4;16;-;-;-;1;-;-;1;1;-;3;1;-;-;1;-;1;-;3;-;-;1;-;-;-;-;49
"500793 Sonora";1;-;-;-;-;-;-;6;-;11;3;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;4;-;-;-;-;-;-;-;28
"500795 Tacuru";1;1;-;-;-;-;-;4;-;1;2;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;3;-;-;-;-;1;-;-;17
"500797 Taquarussu";1;-;-;-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;9
"500800 Terenos";-;1;-;-;-;-;-;6;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;14
"500830 Três Lagoas";1;1;1;-;2;2;-;17;-;43;148;-;4;-;3;1;-;-;11;-;1;1;-;-;2;2;-;-;21;1;-;7;-;1;-;-;270
"500840 Vicentina";1;1;-;-;-;-;-;4;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;11
"510010 Acorizal";-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;8
"510020 Água Boa";-;1;-;1;1;1;-;11;-;16;11;-;-;-;2;-;-;1;-;-;1;-;-;-;2;-;2;-;4;-;-;-;-;-;-;-;54
"510025 Alta Floresta";-;1;-;1;1;1;-;15;-;21;33;-;2;-;4;-;-;1;1;-;10;-;-;-;2;-;-;-;9;1;-;1;-;-;-;-;104
"510030 Alto Araguaia";1;1;-;-;-;-;-;6;-;6;10;-;1;-;3;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;30
"510035 Alto Boa Vista";-;1;-;-;-;-;-;2;-;1;2;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;9
"510040 Alto Garças";-;-;-;-;-;-;-;3;-;2;4;-;1;-;-;-;-;1;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;14
"510050 Alto Paraguai";-;1;-;-;-;-;-;2;-;1;-;-;1;-;-;-;-;-;-;-;3;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;11
"510060 Alto Taquari";-;1;-;1;-;-;-;3;-;2;7;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;16
