CNES - Recursos Humanos - Profissionais - Indivíduos - segundo CBO 2002 - Brasil
Quantidade por Município e Médicos
Período:Dez/2018
"Município";"Médico Anestesiologista";"Médico Cirurgião Geral";"Médico Clínico";"Médico Generalista Alopata";"Médico Ginecologista Obstetra";"Médico da estratégia de Saúde da Família";"Médico de família e comunidade";"Médico Pediatra";"Médico psiquiatra";"Médico em radiologia e diagnóstico por imagem";"Médico sanitarista";"Médico acupunturista";"Médico alergista e imunologista";"Médico anatomopatologista";"Médico angiologista";"Médico broncoesofalogista";"Médico Cardiologista Intervencionista";"Médico cancerologista cirúrgico";"Médico cancerologista pediátrico";"Médico cardiologista";"Médico cirurgião cardiovascular";"Médico cirurgião da mão";"Médico cirurgião de cabeça e pescoço";"Médico cirurgião do aparelho digestivo";"Médico cirurgião pediátrico";"Médico cirurgião plástico";"Médico cirurgião torácico";"Médico citopatologista";"Médico coloproctologista";"Médico dermatologista";"Médico do trabalho";"Médico em cirurgia vascular";"Médico em endoscopia";"Médico em medicina de tráfego";"Médico em medicina intensiva";"Médico em medicina nuclear";"Médico em medicina preventiva e social";"Médico endocrinologista e metabologista";"Médico fisiatra";"Médico foniatra";"Médico gastroenterologista";"Médico geneticista";"Médico geriatra";"Médico hansenologista";"Médico hematologista";"Médico hiperbarista";"Médico homeopata";"Médico infectologista";"Médico legista";"Médico mastologista";"Médico nefrologista";"Médico neurocirurgião";"Médico neurofisiologista clínico";"Médico neurologista";"Médico nutrologista";"Médico oftalmologista";"Médico oncologista clínico";"Médico ortopedista e traumatologista";"Médico otorrinolaringologista";"Médico patologista";"Médico patologista clínico / medicina laboratorial";"Médico pneumologista";"Médico radioterapeuta";"Médico residente";"Médico reumatologista";"Médico urologista";"Total"
"351830 Guararema";2;-;36;-;12;-;-;11;3;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;3;-;1;-;-;-;-;-;-;-;-;73
"351840 Guaratinguetá";7;7;117;-;13;3;-;31;3;5;-;2;-;-;2;-;2;-;-;24;1;-;1;1;-;3;-;-;-;10;2;-;-;-;-;2;-;4;-;-;2;-;1;-;-;-;-;3;-;1;6;-;-;5;1;12;12;9;7;-;-;-;-;-;1;-;300
"351850 Guareí";-;-;10;-;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;17
"351860 Guariba";2;1;32;-;2;1;-;4;1;1;-;-;-;1;1;-;-;-;-;5;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;3;-;5;1;-;-;-;-;-;-;2;68
"351870 Guarujá";14;5;207;9;31;33;-;91;4;23;-;1;2;2;13;-;1;-;-;17;-;-;1;-;-;2;-;-;-;5;3;3;2;-;3;1;-;-;-;-;3;-;1;-;-;-;-;13;-;-;10;-;-;11;-;29;11;8;7;-;-;-;-;6;1;3;576
"351880 Guarulhos";185;87;694;3;259;75;1;427;46;82;-;15;13;5;13;1;-;-;-;109;2;-;6;3;14;14;3;-;-;45;21;13;13;2;33;3;-;21;2;-;22;-;2;-;10;-;2;20;-;1;32;16;-;66;7;100;24;209;38;1;-;9;3;133;7;22;2934
"351885 Guatapará";-;-;10;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;14
"351890 Guzolândia";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"351900 Herculândia";1;-;7;-;-;3;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"351905 Holambra";-;-;5;-;1;3;-;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;16
"351907 Hortolândia";7;10;95;-;19;16;-;60;1;2;-;1;-;-;1;-;-;-;-;7;-;-;-;-;-;-;-;-;-;3;1;-;-;-;-;-;-;2;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;233
"351910 Iacanga";-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"351920 Iacri";-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"351925 Iaras";-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"351930 Ibaté";-;-;18;-;2;4;-;6;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;34
"351940 Ibirá";-;-;3;-;-;1;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"351950 Ibirarema";-;-;16;-;-;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"351960 Ibitinga";4;-;37;-;4;1;-;4;2;3;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;2;-;-;-;5;-;-;-;-;1;-;-;1;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;1;-;5;-;4;-;-;-;-;-;-;1;-;83
"351970 Ibiúna";3;1;20;6;4;5;-;6;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3;-;1;1;-;1;-;-;-;-;-;55
"351980 Icém";-;-;6;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;10
"351990 Iepê";1;-;1;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"352000 Igaraçu do Tietê";-;-;2;-;1;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"352010 Igarapava";3;-;10;15;1;5;-;2;1;2;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;2;-;-;-;-;-;-;-;-;49
"352020 Igaratá";-;1;4;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"352030 Iguape";-;-;7;-;2;7;-;2;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;8;-;1;-;-;-;-;-;-;-;-;31
"352042 Ilha Comprida";-;-;10;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;14
"352044 Ilha Solteira";1;1;15;1;3;7;-;4;3;8;-;1;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;2;-;4;-;-;1;-;-;-;-;-;-;-;63
"352040 Ilhabela";4;-;41;-;-;11;-;12;-;2;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;74
"352050 Indaiatuba";16;18;169;-;34;19;1;74;7;11;-;3;1;1;9;-;1;-;-;16;-;-;1;-;-;-;-;-;-;12;4;1;-;-;4;-;-;10;1;1;5;-;3;1;2;-;2;4;-;-;6;-;-;13;1;15;-;15;4;-;3;1;-;28;2;4;523
"352060 Indiana";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"352070 Indiaporã";-;-;7;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"352080 Inúbia Paulista";-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"352090 Ipaussu";-;-;5;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;10
"352100 Iperó";-;-;3;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;10
"352110 Ipeúna";-;-;4;-;1;1;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;10
"352115 Ipiguá";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"352120 Iporanga";-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"352130 Ipuã";-;-;42;-;1;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;50
"352140 Iracemápolis";-;-;11;-;-;1;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;19
"352150 Irapuã";-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"352160 Irapuru";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"352170 Itaberá";-;-;7;-;-;-;-;2;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"352180 Itaí";-;-;2;-;1;2;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"352190 Itajobi";-;-;18;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22
"352200 Itaju";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"352210 Itanhaém";8;9;39;-;15;12;5;31;4;4;-;1;-;-;1;-;-;-;-;5;-;-;-;-;-;-;-;-;-;2;1;-;-;-;2;-;-;3;-;-;1;-;-;-;2;-;-;1;-;-;-;-;-;1;-;3;-;11;2;-;-;1;-;2;1;3;170
"352215 Itaóca";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"352220 Itapecerica da Serra";15;8;36;-;26;10;-;50;12;5;-;1;1;-;1;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;1;1;2;-;3;-;-;-;-;-;-;-;1;-;-;-;-;4;-;-;6;-;-;-;-;8;-;25;2;-;-;-;-;33;-;-;254
"352230 Itapetininga";2;-;93;-;12;9;-;17;3;7;-;3;-;3;1;-;-;-;-;9;-;-;-;-;-;1;-;-;-;6;1;2;-;-;-;-;-;4;-;-;5;-;-;-;-;-;-;2;-;-;4;-;-;5;-;18;1;5;6;-;-;1;-;-;1;1;222
"352240 Itapeva";6;4;56;-;4;3;-;18;2;6;-;1;1;-;1;-;1;-;-;9;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;2;-;-;2;2;-;6;1;6;3;-;2;-;-;-;-;-;-;-;142
"352250 Itapevi";24;13;109;19;49;-;-;52;8;14;-;3;3;1;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;3;4;-;2;-;1;-;-;3;-;-;1;-;-;-;1;-;-;5;-;-;-;-;-;4;2;8;-;10;3;-;-;2;-;13;2;1;371
"352260 Itapira";8;1;53;-;-;11;-;12;16;3;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;4;1;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;5;1;2;-;2;1;-;1;-;-;32;1;-;163
"352265 Itapirapuã Paulista";-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"352270 Itápolis";-;-;30;-;1;1;-;2;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;-;-;-;-;-;-;-;-;41
"352280 Itaporanga";-;-;7;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"352290 Itapuí";-;-;4;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;9
"352300 Itapura";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"352310 Itaquaquecetuba";17;19;81;-;30;28;-;83;16;8;-;1;-;-;-;-;-;-;-;3;-;-;2;-;-;2;-;-;-;1;1;3;1;-;3;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;16;6;-;5;-;2;-;11;1;-;-;-;-;-;-;1;342
"352320 Itararé";-;-;23;-;2;2;-;4;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;36
"352330 Itariri";-;-;4;-;1;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"352340 Itatiba";4;7;56;-;6;22;-;24;5;4;1;-;1;-;5;-;-;-;-;8;-;-;-;-;-;1;-;-;-;4;4;-;-;-;-;-;-;7;-;-;2;-;-;-;1;-;-;-;-;-;3;-;-;5;1;9;-;5;-;-;-;-;-;-;1;2;188
"352350 Itatinga";-;-;9;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"352360 Itirapina";-;-;8;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"352370 Itirapuã";-;-;5;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"352380 Itobi";-;-;2;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"352390 Itu";14;4;144;-;28;-;-;59;9;11;-;6;2;-;1;-;-;-;-;21;-;-;-;1;-;6;-;-;-;11;2;1;-;-;3;-;-;3;-;-;5;-;-;-;1;-;-;7;2;-;7;2;-;12;-;13;2;13;4;-;-;3;-;-;5;3;405
"352400 Itupeva";-;-;47;-;6;6;-;17;2;3;-;1;1;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;2;-;1;-;-;-;-;-;-;-;-;1;-;95
"352410 Ituverava";-;-;55;-;2;7;-;7;2;7;-;-;-;1;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;3;1;-;1;-;-;-;1;-;1;1;1;1;2;-;-;5;1;3;-;4;-;-;1;-;-;-;-;3;121
"352420 Jaborandi";-;-;3;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"352430 Jaboticabal";1;2;48;4;8;4;1;9;10;6;-;-;-;-;1;-;-;-;-;7;-;-;-;-;-;1;-;-;-;6;-;-;-;-;7;-;-;-;1;-;-;-;-;-;1;-;-;2;-;-;6;-;-;5;-;4;1;5;-;-;2;1;-;-;-;2;145
"352440 Jacareí";8;8;170;9;44;21;-;93;11;46;-;3;1;3;3;-;-;-;-;32;-;-;5;1;-;1;-;-;-;13;3;2;1;-;1;-;-;6;-;-;3;-;1;-;7;-;3;7;-;-;10;-;-;11;-;42;6;33;13;-;-;3;-;-;3;5;632
"352450 Jaci";1;-;10;-;1;1;-;3;6;-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26
"352460 Jacupiranga";-;-;6;-;-;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"352470 Jaguariúna";3;2;63;1;5;-;-;17;3;4;-;2;1;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;2;-;4;-;-;-;-;-;7;-;-;122
"352480 Jales";2;1;76;-;1;7;-;11;6;16;-;2;1;1;1;-;-;-;-;9;1;-;-;-;-;-;-;-;-;3;2;-;-;-;1;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;4;1;5;3;-;-;-;-;2;-;-;1;-;162
"352490 Jambeiro";-;-;1;-;-;1;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"352500 Jandira";1;-;18;-;2;17;-;11;1;2;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;-;3;1;-;-;-;-;-;-;-;66
"352510 Jardinópolis";-;-;21;-;2;3;-;4;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;35
"352520 Jarinu";-;-;11;-;-;5;-;6;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;25
"352530 Jaú";15;2;128;1;4;10;-;25;4;8;-;1;2;-;-;-;-;-;1;18;-;-;-;-;1;4;-;-;-;5;1;-;-;-;-;3;-;3;1;-;2;-;-;-;-;-;-;6;-;-;6;-;-;8;-;12;74;3;-;-;-;1;1;24;-;1;375
"352540 Jeriquara";-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"352550 Joanópolis";-;-;18;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;21
"352560 João Ramalho";-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"352570 José Bonifácio";2;1;13;-;2;4;-;7;2;1;-;-;-;1;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;3;-;1;-;-;-;-;-;-;-;-;43
"352580 Júlio Mesquita";-;-;8;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"352585 Jumirim";-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"352590 Jundiaí";50;30;341;1;115;7;1;166;22;20;-;17;11;4;6;1;7;-;1;70;-;-;2;3;3;12;-;-;1;40;21;6;2;1;7;-;-;13;3;-;13;-;3;-;5;-;3;15;6;1;17;2;-;25;1;39;18;53;24;2;1;7;4;154;12;13;1402
"352600 Junqueirópolis";-;-;16;-;-;2;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"352610 Juquiá";-;-;8;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"352620 Juquitiba";-;-;10;-;-;5;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;18
